#1, 3, 0R, Panasonic, ERJ-6GEY0R00V, kiwi-SM0805, R213 R214 R215
#2, 4, 47R, Panasonic, ERJ-6ENF47R0V, kiwi-SM0805, R204 R205 R206 R207
#3, 1, 680R, Panasonic, ERJ-6ENF6800V, kiwi-SM0805, R201
#4, 2, 1K, Panasonic, ERJ-6ENF1001V, kiwi-SM0805, R203 R208
#5, 1, 1K5, Panasonic, ERJ-6ENF1501V, kiwi-SM0805, R216
#6, 1, 11K5, Panasonic, ERJ-6ENF1152V, kiwi-SM0805, R202
#7, 1, 1n/100, Murata, GRM219R72A102KA01J, kiwi-SM0805, C211
#8, 5, 100n/100, Murata, GRM21BR72A103KA01L, kiwi-SM0805, C204 C205 C206 C207 C208
#9, 4, 470n/100, AVX, ESD61C474K4T2A-28, kiwi-SM1206, C201 C203 C212 C214
#10, 1, 22u/25 TA, Kemet, T491D226K025AT, kiwi-CAP_D, C210
#11, 3, 330u/35 EL, Nichicon, UWT1V331MNL1GS, kiwi-CAP_10x10, C209 C217 C218
#12, 1, 120mH 60mA, Eaton Bussmann, DR125-124-R, kiwi-INDUCTOR_12x12, L202
#13, 1, 100uH, TDK, B82432T1104K, kiwi-SM1812, L201
#14, 2, CMC 2 mH, Bourns, SRF0905A-202Y, kiwi-CMC, T201 T202
#15, 1, BR 0.5A 400V, Vishay, MB2S-E3/80, kiwi-TO269_AA, D201
#16, 1, MMBT4401, On Semi, MMBT4401LT1G, kiwi-SOT23_BCE, Q201
#17, 1, LM2941, TI, LM2941SX/NOPB, kiwi-TO263, U201
#18, 2, PPTC 200 mA, Bourns, MF-MSMF020/60-2, kiwi-SM1812, F201 F202
#19, 1, TVS 25VAC, AVX, VC080531C650DP, kiwi-SM0805, D202
#20, 3, TB_2, TE Conn, 282834-2, kiwi-TB_2P_2_54MM, J22 J24 J26
#21, 1, DC JACK 2.1MM, Switchcraft, RASM722PX, kiwi-DC_JACK_2_1MM, J28
