#1, 11, 0R, Panasonic, ERJ-6GEY0R00V, kiwi-SM0805, L501 L502 L503 L504 L505 R512 R515 R516 R519 R523 R524
#2, 1, 100R, Panasonic, ERJ-6ENF1000V, kiwi-SM0805, R514
#3, 2, 470R, Panasonic, ERJ-6ENF4700V, kiwi-SM0805, R508 R509
#4, 1, 1K, Panasonic, ERJ-6ENF1001V, kiwi-SM0805, R521
#5, 1, 1K5, Panasonic, ERJ-6ENF1501V, kiwi-SM0805, R525
#6, 1, 2K2, Panasonic, ERJ-6ENF2201V, kiwi-SM0805, R506
#7, 1, 11K, Panasonic, ERJ-6ENF1102V, kiwi-SM0805, R520
#8, 2, 100K, Panasonic, ERJ-6ENF1003V, kiwi-SM0805, R505 R507
#9, 2, 1M, Panasonic, ERJ-6ENF1004V, kiwi-SM0805, R501 R502
#10, 1, 10R/0.66W, Panasonic, ERJ-P08F10R0V, kiwi-SM1206, R510
#11, 6, 1n/100, Murata, GRM219R72A102KA01J, kiwi-SM0805, C522 C523 C524 C525 C526 C527
#12, 1, 100n/100, Murata, GRM21BR72A103KA01L, kiwi-SM0805, C509
#13, 2, 10u/25, Murata, GRM219R61E106KA12D, kiwi-SM0805, C510 C520
#14, 6, 470n/100, AVX, ESD61C474K4T2A-28, kiwi-SM1206, C501 C502 C503 C506 C507 C508
#15, 1, 100uH, TDK, B82432T1104K, kiwi-SM1812, L506
#16, 1, CMC 2 mH, Bourns, SRF0905A-202Y, kiwi-CMC, T503
#17, 1, J310, Fairchild, MMBFJ310, kiwi-SOT23_DGS, Q501
#18, 1, J271, Fairchild, MMBFJ271, kiwi-SOT23_DGS, Q502
#19, 2, BFG31, NXP, BFG31.115, kiwi-SOT223_EBEC, Q503 Q506
#20, 2, BFG35, NXP, BFG35.115, kiwi-SOT223_EBEC, Q504 Q505
#21, 1, TPS7A4501, TI, TPS7A4501DCQR, kiwi-SOT223_6, U501
#22, 4, FB 80Z, TDK, MMZ2012D800B, kiwi-SM0805, L507 L508 L509 L510
#23, 2, TB_2, TE Conn, 282834-2, kiwi-TB_2P_2_54MM, J12 J13
#24, 1, SMA, Molex, 73251-1150, kiwi-BNC_SMA_NO_VIP, J10
#25, 1, RJ45, FCI, 54602-908LF, kiwi-RJ45_8, J11
